,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1562,Wicked cool company to work at,5.0,"I've been working at Akamai for more than 14 years.
It's been cool.
It's been happy.
It's been difficult.
It's been intense.
It's been challenging.
It's been fun.

It is a privilege to work with some of the brightest people in the industry with a laser focus on results, ethical practices and a fun filled environment which made some lasting impressions on me.",I don't have any cons,Be the first to find this review helpful,2014-09-15, Anonymous Employee ,,,Current Employee, more than 10 years
1563,"Amazing place, amazing people, excellent work-professional life balance",4.0,"Benefits, unlimited time off policy, compensation",Limited growth opportunities in the internal support organizations,Be the first to find this review helpful,2014-09-10, Anonymous Employee ,,,Current Employee, more than 5 years
1564,Great Company to work for but with room for significant improvements,3.0,I have worked at Akamai for 3 years.  Its a great company to work for with lots of perks and good amount of benefits.  The work life balance is great and the culture is very welcoming.  Many exciting opportunities to work with cutting edge technologies and make a difference.,"Promotions are hard to come by at Akamai.  Managers are not very experienced and a lot of hiring is based on who you know.  Although the message is that title's don't matter, they still do.",2 people found this review helpful,2014-09-05, Anonymous Employee ,Cambridge, MA,Current Employee, more than 3 years
1565,Ethical and care for employees,5.0,"Professional and care for employees
Very ethical and supports initiatives",None I could think of,Be the first to find this review helpful,2014-09-02, Technical Project Manager ,San Mateo, CA,Former Employee, more than 3 years
1566,Best Company to work for in terms of work culture,5.0,"Great work culture
Open door policy
Flexibility
Support for career advancement and learning
Lot of growth opportunities
Great office settings",Salary not the best in industry. Akamai tries to provide great benefits to the employees but the salary offered does not match with the other good players in the market. So there is always a temptation to leave but the work culture and other things are pulling employees back.,3 people found this review helpful,2014-09-01, Networks Group bangalore ,Bangalore,,Current Employee, more than 5 years
1567,Excellent company with a lot of politics,4.0,"Technology, Market vision, people, company origin and fundamentals, access to people, international",There are quite a lot of politics going on and they influence a lot your career,1 person found this review helpful,2014-08-30,  ,,,Former Employee,
1568,Business System Analyst,5.0,"Great Work Culture
Awesome People
Fun activities
New Technologies",I did not find any cons,Be the first to find this review helpful,2014-08-29,  ,,,Former Employee,
1569,Great company in an expanding market,4.0,Good place to work at. It is in a good market. Lot of interesting projects.,Clear market leader. Needs to keep investing in products,Be the first to find this review helpful,2014-08-28,  ,,,Current Employee,
1570,Good Place to work,4.0,"Good Work environment,Good Package,Great learning growth","None, Akamai brand is not marketed well",1 person found this review helpful,2014-08-27, Solutions Architect ,Bangalore,,Current Employee, more than 3 years
1571,Perfect place to start your career!,5.0,"The company is very careful in hiring and hires only those who fit the Akamai Culture. This is one of the main reasons why we are able to gel well with most of the employees. The training is very engaging, useful and smooth. No unnecessary pressure. Every employee is encouraged to contribute with new ideas for the company to grow. The CEO is always available on call and email. This shows how levels of hierarchy have been bridged. The company provides door-to-door cab facility for all the employees which is very useful. Free food, Health Club membership and RSUs are among other attractive benefits.","Havent come across until now. The company needs to show that it is a pioneer and leader in the domain of internet optimisation and security. People should know that the most used sites like Facebook, Yahoo, Twitter, Apple are all powered by Akamai.",1 person found this review helpful,2014-08-21, Applications Software Engineer ,Bangalore,,Current Employee, less than 1 year
1572,"Great technology & people, but little work-life balance",3.0,The technology is great.  The people are mostly great and smart.  Compensation is pretty good and the benefits are nice.  People are given a lot of autonomy and ability to do their job as they see fit - for the most part.,"It can be difficult to move from one organization to another.  Work-life balance is very difficult to achieve and/or maintain - 55+ hours per week is the norm and working remotely is frowned upon.  I've experienced a lot of duplicate work, i.e. my management was doing a similar project as me, without letting me know - even though I was informing them of the work I was doing.  At the end of the day, I spent many hours doing pointless projects.",4 people found this review helpful,2014-08-18, Anonymous Employee ,,,Current Employee, more than 1 year
