,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1961,Interesting experience,2.0,"Good brand name
Most people are nice and friendly.
Have some good products.
Pay is ok.","Very political top to bottom
Management doesn't respect employees
No recognition to good work
Not treat everyone the same. Some people get promoted because they are good friends with management.",Be the first to find this review helpful,2011-10-06, Sales ,,,Current Employee,
1962,Selfish Supervisor want to keep the talented in his own department and avoid advancement,1.0,Highly competieive. Relaitively good pay. Have some facilitity.,Bad management. Selfish supervisor. Office politic at work.,Be the first to find this review helpful,2011-10-05,  ,,,Former Employee,
1963,Worst employment experience in nearly 20 years of working,1.0,"Coworkers were smart and dedicated to problem solving and resolving issues, and attempting to come up with solutions to common problems.","Management was terrible at working with, and listening to the people that worked for them.  They had their own agenda which included only themselves, and how much of a bonus they can pull for themselves at the expense of others.",1 person found this review helpful,2011-10-01, IT Analyst I ,Austin, TX,Former Employee,
1964,Like most large companies,3.0,"Decent salary
Nice location
Innovative technology
Work environment is pleasant
Office is modern and clean","Management afraid of IT when it comes to promoting new tools and making changes to better ones
Consultants hired for expertise and then they don't implement their design
Some teams very cold and clinical, not enough collaboration and open feedback",Be the first to find this review helpful,2011-09-26, Technical Project Manager ,,,Current Employee,
1965,Started off good and going downhill all the way,1.0,"-benefits are good;
-salary is not bad;","-info sharing within the team can be very poor, not too mention among different teams;
-work culture is to 'point fingers' if you can in order to save your own a$$;
-ati was a much friendlier environment to work/grow in; not amd",1 person found this review helpful,2011-09-13,  ,,,Current Employee,
1966,Good pay and benefits.  Senior Management out of touch with employees and promotions based on cronyism.,2.0,Day to day work environment is professional and respectful.,Can be a 24 hour a day job at times with no appreciation for the extra efforts required.  Company is up and down financially and subject to sweeping changes and high turnover.,1 person found this review helpful,2011-09-12, Manager ,,,Former Employee,
1967,an engineering driven company,2.0,The only other x86 company; some very good people to work with. A place to change the  industry with enough focus,"lack of resources for projects, misapplied resources, lack of focus, multi-site projects. Need better focused management that realized the need for concentrated focus on the pc market and not chase after niches. goal needs to be to take %'s away from intel.",1 person found this review helpful,2011-09-10, Fellow ,San Jose, CA,Former Employee,
1968,It's a good place as a starting point.,3.0,"normal work stress, good working culture","workplace welfare need improve, also product management",Be the first to find this review helpful,2011-09-10,  ,,,Former Employee,
1969,"Good for a while, but don't stay too long",3.0,People in the tranches with you are brilliant.  The only thing coming to work for.,"Pay abysmal, comparatively speaking.  Bottom line is more important than quality work.  Management only concerned about looking good.  No career path.  No hope to advance.  Kill or be killed mentality.",3 people found this review helpful,2011-09-09,  ,Austin, TX,Former Employee,
1970,Overall good place,4.0,"Good Opportunities and cutting edge technology.
You work on latest technology and the cut throat competition drives the innovation..",They can be better in Salary,Be the first to find this review helpful,2011-09-08,  ,Sunnyvale, CA,Current Employee,
1971,very rich and fullfilling experience,5.0,work with very good talented people,too much consensus driven culture,Be the first to find this review helpful,2011-08-29, Senior Manager ,Austin, TX,Current Employee,
